playerid,namefirst,namelast
coogada01,Dan,Coogan
coogada02,Dale,Coogan
cookaa01,Aaron,Cook
cookan01,Andy,Cook
cookcl01,Cliff,Cook
cookde01,Dennis,Cook
cookdo01,Doc,Cook
cookea01,Earl,Cook
cookedu01,Dusty,Cooke
cookefr01,Fred,Cooke
cookest01,Steve,Cooke
cookgl01,Glen,Cook
cookji01,Jim,Cook
cookmi01,Mike,Cook
cookpa01,Paul,Cook
cookro01,Rollin,Cook
cookro02,Ron,Cook
cookry01,Ryan,Cook
cooksbr01,Brent,Cookson
coolbmi01,Mike,Coolbaugh
coolbsc01,Scott,Coolbaugh
cooledu01,Duff,Cooley
coombbo01,Bobby,Coombs
coombce01,Cecil,Coombs
coombda01,Danny,Coombs
coombja01,Jack,Coombs
coomero01,Ron,Coomer
coonebi01,Bill,Cooney
coonebo01,Bob,Cooney
cooneji01,Jimmy,Cooney
cooneji02,Jimmy,Cooney
coonejo01,Johnny,Cooney
cooneph01,Phil,Cooney
cooneti01,Tim,Cooney
coonwi01,William,Coon
coopean99,Andy,Cooper
coopebr01,Brian,Cooper
coopeca01,Cal,Cooper
coopece01,Cecil,Cooper
coopecl01,Claude,Cooper
coopeda01,David,Cooper
coopedo01,Don,Cooper
coopega01,Gary,Cooper
coopega02,Gary,Cooper
coopegu01,Guy,Cooper
coopemo01,Mort,Cooper
coopepa01,Pat,Cooper
coopesc01,Scott,Cooper
coopewa01,Walker,Cooper
coopewi01,Wilbur,Cooper
copelma01,Mays,Copeland
copelsc01,Scott,Copeland
coppiro01,Rocky,Coppinger
coppohe01,Henry,Coppola
coquitr01,Trace,Coquillette
coraal01,Alex,Cora
corajo01,Joey,Cora
corbedo01,Doug,Corbett
corbege01,Gene,Corbett
corbejo01,Joe,Corbett
corbesh01,Sherman,Corbett
corbiar01,Archie,Corbin
corbicl01,Claude,Corbitt
corbipa01,Patrick,Corbin
corbira01,Ray,Corbin
corcida01,Daniel,Corcino
corcoar01,Art,Corcoran
corcoja01,Jack,Corcoran
corcojo01,John,Corcoran
corcola01,Larry,Corcoran
corcomi01,Mike,Corcoran
corcomi02,Mickey,Corcoran
corcoro01,Roy,Corcoran
corcoti01,Tim,Corcoran
corcoti02,Tim,Corcoran
corcoto01,Tommy,Corcoran
cordech01,Chad,Cordero
cordefr01,Francisco,Cordero
cordewi01,Wil,Cordero
cordier01,Erik,Cordier
cordofr01,Francisco,Cordova
cordoma01,Marty,Cordova
coreybr01,Bryan,Corey
coreyed01,Ed,Corey
coreyfr01,Fred,Corey
coreyma01,Mark,Corey
coreyma02,Mark,Corey
corgach01,Chuck,Corgan
corharo01,Roy,Corhan
corkhpo01,Pop,Corkhill
corkimi01,Mike,Corkins
cormila01,Lance,Cormier
cormirh01,Rheal,Cormier
cornebr01,Brad,Cornett
corneje01,Jeff,Cornell
cornejo01,John,Cornely
cornema01,Mardie,Cornejo
cornena01,Nate,Cornejo
cornere01,Reid,Cornelius
cornute01,Terry,Cornutt
corpama01,Manny,Corpas
corpoca01,Carlos,Corporan
corrapa01,Pat,Corrales
correca01,Carlos,Correa
correed01,Ed,Correa
correke01,Kevin,Correia
correro01,Rod,Correia
correvi01,Vic,Correll
corrifr01,Frank,Corridon
corrijo01,John,Corriden
corriph01,Phil,Coridan
corrire01,Red,Corriden
corsiji01,Jim,Corsi
cortaje01,Jess,Cortazzo
cortba01,Barry,Cort
corteda01,David,Cortes
corteda02,Dan,Cortes
cortefe01,Fernando,Cortez
corwial01,Al,Corwin
cosarja01,Jarred,Cosart
coscajo01,Joe,Coscarart
coscape01,Pete,Coscarart
coseyra01,Ray,Cosey
cosgrmi01,Mike,Cosgrove
cosmaji01,Jim,Cosman
costami01,Mike,Costanzo
costash01,Shane,Costa
costech01,Chris,Coste
costeda01,Dan,Costello
costejo01,John,Costello
costoti01,Tim,Costo
cotahu01,Humberto,Cota
cotehe01,Henry,Cote
cotepe01,Pete,Cote
cothaca01,Caleb,Cotham
cotteda01,Dan,Cotter
cottedi01,Dick,Cotter
cotteed01,Ed,Cotter
cotteho01,Hooks,Cotter
cotteto01,Tom,Cotter
cottich01,Chuck,Cottier
cottohe01,Henry,Cotto
cottren01,Ensign,Cottrell
cottsne01,Neal,Cotts
couchjo01,Johnny,Couch
couchmi01,Mike,Couchee
coughbi01,Bill,Coughlin
coughde01,Dennis,Coughlin
coughed01,Ed,Coughlin
coughma01,Marlan,Coughtry
coughro01,Roscoe,Coughlin
couloda01,Daniel,Coulombe
coulsbo01,Bob,Coulson
coultch01,Chip,Coulter
coumbfr01,Fritz,Coumbe
counscr01,Craig,Counsell
courtcl01,Clint,Courtney
courter01,Ernie,Courtney
courtha01,Harry,Courtney
courtjo01,John,Courtright
couside01,Dee,Cousineau
cousisc01,Scott,Cousins
coutljo01,Jon,Coutlangus
covelha01,Harry,Coveleski
covelst01,Stan,Coveleski
covenja01,Jack,Coveney
covinch01,Chet,Covington
covinsa01,Sam,Covington
covinte01,Tex,Covington
covinwe01,Wes,Covington
cowanbi01,Billy,Cowan
cowarka01,Kaleb,Cowart
cowenal01,Al,Cowens
cowgico01,Collin,Cowgill
cowlejo01,Joe,Cowley
coxbi01,Bill,Cox
coxbi02,Billy,Cox
coxbo01,Bobby,Cox
coxca01,Casey,Cox
coxda01,Danny,Cox
coxda02,Darron,Cox
coxdi01,Dick,Cox
coxer01,Ernie,Cox
coxfr01,Frank,Cox
coxge01,George,Cox
coxgl01,Glenn,Cox
coxje01,Jeff,Cox
coxji01,Jim,Cox
coxla01,Larry,Cox
coxle01,Les,Cox
coxre01,Red,Cox
coxst01,Steve,Cox
coxte01,Terry,Cox
coxte02,Ted,Cox
coylebi01,Bill,Coyle
coyneto01,Toots,Coyne
cozarch01,Charlie,Cozart
cozarza01,Zack,Cozart
crabbca01,Callix,Crabbe
crabbro01,Roy,Crabb
crablge01,George,Crable
crabtes01,Estel,Crabtree
crabtti01,Tim,Crabtree
craddwa01,Walt,Craddock
cradlri01,Rickey,Cradle
craftha01,Harry,Craft
craftmo01,Molly,Craft
craghho01,Howard,Craghead
craigal01,Allen,Craig
craigge01,George,Craig
craigpe01,Pete,Craig
craigro01,Roger,Craig
craigro02,Rod,Craig
crainje01,Jesse,Crain
cramebi01,Bill,Cramer
cramebo01,Bobby,Cramer
cramedi01,Edward,Cramer
cramedo01,Doc,Cramer
cramje01,Jerry,Cram
crandde01,Del,Crandall
cranddo01,Doc,Crandall
craneed01,Ed,Crane
cranefr01,Fred,Crane
cranesa01,Sam,Crane
cranesa02,Sam,Crane
cravaga01,Gavvy,Cravath
cravebi01,Bill,Craver
cravyty01,Tyler,Cravy
crawfbr01,Brandon,Crawford
crawfca01,Carlos,Crawford
crawfca02,Carl,Crawford
crawfev01,Evan,Crawford
crawffo01,Forrest,Crawford
crawfge01,George,Crawford
crawfgl01,Glenn,Crawford
crawfja01,Jake,Crawford
crawfji01,Jim,Crawford
crawfjo01,Joe,Crawford
crawfke01,Ken,Crawford
crawfla01,Larry,Crawford
crawfpa01,Pat,Crawford
crawfpa02,Paxton,Crawford
crawfsa01,Sam,Crawford
crawfst01,Steve,Crawford
crawfwi01,Willie,Crawford
creamge01,George,Creamer
credejo01,Joe,Crede
creebi01,Birdie,Cree
creedco01,Connie,Creeden
creedpa01,Pat,Creeden
creegma01,Mark,Creegan
creekdo01,Doug,Creek
creelgu01,Gus,Creely
creelja01,Jack,Creel
creelke01,Keith,Creel
cregape01,Pete,Cregan
cregebe01,Bernie,Creger
cremibo01,Bob,Cremins
crespce01,Cesar,Crespo
crespcr01,Creepy,Crespi
crespfe01,Felipe,Crespo
cressja01,Jack,Cressend
cresswa01,Walker,Cress
crewsti01,Tim,Crews
crideje01,Jerry,Crider
crigelo01,Lou,Criger
crimch01,Chuck,Crim
crimija01,Jack,Crimian
cripeda01,Dave,Cripe
criscda01,Dave,Criscione
criscto01,Tony,Criscola
crishpa01,Pat,Crisham
crispco01,Coco,Crisp
crispjo01,Joe,Crisp
crissdo01,Dode,Criss
cristbi01,Bill,Cristall
cristch01,Ches,Crist
cristle01,Leo,Cristante
critcmo01,Morrie,Critchley
critzhu01,Hughie,Critz
crockcl01,Claude,Crocker
crockda01,Davey,Crockett
crockky01,Kyle,Crockett
croftar01,Art,Croft
croftha01,Harry,Croft
crolifr01,Fred,Crolius
cromawa01,Warren,Cromartie
cromedt01,D. T.,Cromer
crometr01,Tripp,Cromer
cromphe01,Herb,Crompton
crompne01,Ned,Crompton
cronch01,Chris,Cron
croncj01,C. J.,Cron
cronera01,Ray,Crone
cronibi01,Bill,Cronin
cronida01,Dan,Cronin
cronija01,Jack,Cronin
croniji01,Jim,Cronin
cronijo01,Joe,Cronin
crookja01,Jack,Crooks
crookto01,Tom,Crooke
crosbbo01,Bobby,Crosby
crosbbu01,Bubba,Crosby
crosbca01,Casey,Crosby
crosbed01,Ed,Crosby
crosbge01,George,Crosby
crosbke01,Ken,Crosby
crosefr01,Frankie,Crosetti
crossam01,Amos,Cross
crosscl01,Clarence,Cross
crossfr01,Frank,Cross
crossfr02,Frank,Crossin
crossje01,Jeff,Cross
crossjo01,Joe,Cross
crossla01,Lave,Cross
crossle01,Lem,Cross
crossmo01,Monte,Cross
crothdo01,Doug,Crothers
crottjo01,Joe,Crotty
crottmi01,Michael,Crotta
croucbi01,Bill,Crouch
croucbi02,Bill,Crouch
croucfr01,Frank,Croucher
croucja01,Jack,Crouch
croucza01,Zach,Crouch
crousbu01,Buck,Crouse
crousri01,Rich,Croushore
crowaa01,Aaron,Crow
crowdal01,General,Crowder
crowde01,Dean,Crow
crowdo01,Don,Crow
crowebi01,Billy,Crowell
croweca01,Cap,Crowell
crowege01,George,Crowe
croweji01,Jim,Crowell
crowetr01,Trevor,Crowe
crowlbi01,Bill,Crowley
crowled01,Ed,Crowley
crowljo01,John,Crowley
crowlte01,Terry,Crowley
crowswo01,Woody,Crowson
crozier01,Eric,Crozier
crucefr01,Francisco,Cruceta
crudami01,Mike,Crudale
cruiswa01,Walton,Cruise
crumca01,Cal,Crum
crumlge01,Gene,Crumling
crumpbu01,Buddy,Crump
crumpro01,Roy,Crumpler
crutcdi01,Dick,Crutcher
cruthpr01,Press,Cruthers
cruzde01,Deivi,Cruz
cruzen01,Enrique,Cruz
cruzfa01,Fausto,Cruz
cruzhe01,Hector,Cruz
cruzhe02,Henry,Cruz
cruziv01,Ivan,Cruz
cruzja01,Jacob,Cruz
cruzjo01,Jose,Cruz
cruzjo02,Jose,Cruz
cruzju01,Julio,Cruz
cruzju02,Juan,Cruz
cruzlu01,Luis,Cruz
cruzne01,Nelson,Cruz
cruzne02,Nelson,Cruz
cruzrh01,Rhiner,Cruz
cruzto01,Tommy,Cruz
cruzto02,Todd,Cruz
cruzto03,Tony,Cruz
cruzvi01,Victor,Cruz
cubbami01,Mike,Cubbage
cubilda01,Darwin,Cubillan
cuccial01,Al,Cuccinello
cuccito01,Tony,Cuccinello
cuccuco01,Cookie,Cuccurullo
cuddymi01,Michael,Cuddyer
cudwoji01,Jim,Cudworth
cuellbo01,Bobby,Cuellar
cuellch01,Charlie,Cuellar
cuellmi01,Mike,Cuellar
cuetobe01,Bert,Cueto
cuetojo01,Johnny,Cueto
cuetoma01,Manuel,Cueto
cuffjo01,John,Cuff
culbech01,Charlie,Culberson
culbele01,Leon,Culberson
culledi01,Dick,Culler
culleja01,Jack,Cullen
cullejo01,John,Cullen
cullero01,Roy,Cullenbine
culleti01,Tim,Cullen
cullobu01,Bud,Culloton
culloni01,Nick,Cullop
culloni02,Nick,Cullop
culmewi01,Wil,Culmer
culpbe01,Benny,Culp
culpbi01,Bill,Culp
culpra01,Ray,Culp
culvege01,George,Culver
cumbejo01,John,Cumberland
cummica01,Candy,Cummings
cummija01,Jack,Cummings
cummijo01,John,Cummings
cummimi01,Midre,Cummings
cummist01,Steve,Cummings
cumptbr01,Brandon,Cumpton
cunnawi01,Will,Cunnane
cunniaa01,Aaron,Cunningham
cunnibe01,Bert,Cunningham
cunnibi01,Bill,Cunningham
cunnibi02,Bill,Cunningham
cunnibr01,Bruce,Cunningham
cunnibr02,Brandon,Cunniff
cunnige01,George,Cunningham
cunnijo01,Joe,Cunningham
cunnimi01,Mike,Cunningham
cunnira01,Ray,Cunningham
cunnito01,Todd,Cunningham
cuppyni01,Nig,Cuppy
curledo01,Doc,Curley
currasa01,Sammy,Curran
currela01,Lafayette,Currence
currepe01,John,Curran
curribi01,Bill,Currie
curricl01,Clarence,Currie
currimu01,Murphy,Currie
curripe01,Perry,Currin
curryge01,George,Curry
curryji01,Jim,Curry
curryst01,Steve,Curry
curryto01,Tony,Curry
currywe01,Wes,Curry
curtich01,Chad,Curtis
curticl01,Cliff,Curtis
curtico01,Colin,Curtis
curtied99,Ed,Curtis
curtier01,Jim,Curtiss
curtifr01,Fred,Curtis
curtige01,Gene,Curtis
curtiha01,Harry,Curtis
curtija01,Jack,Curtis
curtije01,Jermaine,Curtis
curtijo01,John,Curtis
curtive01,Vern,Curtis
curtrgu01,Guy,Curtright
cushmch99,Charlie,Cushman
cushmed01,Ed,Cushman
cushmha01,Harvey,Cushman
cusicja01,Jack,Cusick
cusicto01,Andy,Cusick
custja01,Jack,Cust
cuthbch01,Cheslor,Cuthbert
cuthbne01,Ned,Cuthbert
cutshge01,George,Cutshaw
cuyleki01,Kiki,Cuyler
cuylemi01,Milt,Cuyler
cvengmi01,Mike,Cvengros
cyperal01,Al,Cypert
cyrer01,Eric,Cyr
czajkji01,Jim,Czajkowski
daalom01,Omar,Daal
dacqujo01,John,D'Acquisto
dadepa01,Paul,Dade
dagenjo01,John,Dagenhard
daglipe01,Pete,Daglia
dagrean01,Angelo,Dagres
dahlebi01,Bill,Dahlen
dahlgba01,Babe,Dahlgren
dahlja01,Jay,Dahl
dahlkje01,Jerry,Dahlke
daiglca01,Casey,Daigle
dailebi01,Bill,Dailey
dailejo01,John,Dailey
dailesa01,Sam,Dailey
dailevi01,Vince,Dailey
dailyco01,Con,Daily
dailyed01,Ed,Daily
dailyhu01,Hugh,Daily
daisege01,George,Daisy
dalcabr01,Bruce,Dal Canton
daleca01,Carl,Dale
dalege01,Gene,Dale
dalenpe01,Pete,Dalena
dalesma01,Mark,Dalesandro
daleybi01,Bill,Daley
daleybu01,Bud,Daley
daleyjo01,John,Daley
daleyju01,Jud,Daley
daleyma01,Matt,Daley
daleype01,Pete,Daley
daleyto01,Tom,Daley
dalledo01,Dom,Dallessandro
dallibr01,Brian,Dallimore
dalryab01,Abner,Dalrymple
dalrybi01,Bill,Dalrymple
dalrycl01,Clay,Dalrymple
daltoja01,Jack,Dalton
daltomi01,Mike,Dalton
dalybe01,Bert,Daly
dalyge01,George,Daly
dalyjo01,Joe,Daly
dalysu01,Sun,Daly
dalyto01,Tom,Daly
dalyto02,Tom,Daly
damasja01,Jack,Damaska
dambi01,Bill,Dam
damicje01,Jeff,D'Amico
damicje02,Jeff,D'Amico
dammabi01,Bill,Dammann
damonjo01,Johnny,Damon
damraha01,Harry,Damrau
dandrra99,Ray,Dandridge
danekpa01,Pat,Daneker
daneyar01,Art,Daney
danfoda01,Dave,Danforth
daniebe01,Bert,Daniels
daniebe02,Bennie,Daniels
daniech01,Charlie,Daniels
daniech02,Chuck,Daniel
danieja01,Jake,Daniel
danieja02,Jack,Daniels
danieka01,Kal,Daniels
daniela01,Law,Daniels
daniepe01,Pete,Daniels
danieto01,Tony,Daniels
danksjo01,John,Danks
danksjo02,Jordan,Danks
dannebu01,Buck,Danner
danniha01,Harry,Danning
danniik01,Ike,Danning
dantofa01,Fats,Dantonio
dantoja01,Jamie,D'Antona
danziba01,Babe,Danzig
dappecl01,Cliff,Dapper
darbyge01,George,Darby
darcypa01,Pat,Darcy
darenvi01,Vic,Darensbourg
darincl01,Cliff,Daringer
darinro01,Rolla,Daringer
darkal01,Al,Dark
darlide01,Dell,Darling
darliro01,Ron,Darling
darnach01,Chase,d'Arnaud
darnatr01,Travis,d'Arnaud
darnebo01,Bob,Darnell
darneja01,James,Darnell
darnelo01,Logan,Darnell
darraja01,Jack,Darragh
darrmi01,Mike,Darr
darrmi02,Mike,Darr
darroge01,George,Darrow
darviyu01,Yu,Darvish
darwibo01,Bobby,Darwin
darwida01,Danny,Darwin
darwije01,Jeff,Darwin
dascedo01,Doug,Dascenzo
dashiwa01,Wally,Dashiell
dashnle01,Lee,Dashner
dassofr01,Frank,Dasso
datzje01,Jeff,Datz
daubabr01,Brian,Daubach
daubda01,Dan,Daub
daubeha01,Harry,Daubert
daubeja01,Jake,Daubert
dauerri01,Rich,Dauer
daughbo01,Bob,Daughters
daughdo01,Doc,Daugherty
daughja01,Jack,Daugherty
daultda01,Darren,Daulton
daussho01,Hooks,Dauss
davalvi01,Vic,Davalillo
davalyo01,Yo-Yo,Davalillo
davanje01,Jerry,DaVanon
davanje02,Jeff,DaVanon
davencl01,Claude,Davenport
davenda01,Dave,Davenport
davenji01,Jim,Davenport
davenjo01,Joe,Davenport
davenlu01,Lum,Davenport
daveymi01,Mike,Davey
daveyto01,Tom,Davey
daviara01,Ray,Daviault
davidan01,Andre,David
davidbi01,Bill,Davidson
davidbo01,Bob,Davidson
davidcl01,Claude,Davidson
davidcl02,Cleatus,Davidson
davidda01,Dave,Davidson
davidda02,Daniel,Davidson
davidho01,Homer,Davidson
davidma01,Mark,Davidson
davidma02,Matt,Davidson
davidmo99,Mordecai,Davidson
davidte01,Ted,Davidson
daviech01,Chick,Davies
daviege01,George,Davies
davieje01,Jerry,Davie
davieky01,Kyle,Davies
davieza01,Zach,Davies
davisal01,Alvin,Davis
davisbe01,Ben,Davis
davisbi01,Bill,Davis
davisbl01,Blake,Davis
davisbo01,Bob,Davis
davisbo02,Bob,Davis
davisbr01,Brandy,Davis
davisbr02,Brock,Davis
davisbr03,Brad,Davis
davisbu01,Bud,Davis
davisbu02,Butch,Davis
davisch01,Chili,Davis
davisch02,Chris,Davis
daviscr01,Crash,Davis
daviscu01,Curt,Davis
davisda01,Daisy,Davis
davisdi01,Dixie,Davis
davisdi02,Dick,Davis
davisdo01,Doug,Davis
davisdo02,Doug,Davis
daviser01,Eric,Davis
daviser02,Erik,Davis
davisge01,George,Davis
davisge02,Iron,Davis
davisge03,Gerry,Davis
davisgl01,Glenn,Davis
davisha01,Harry,Davis
davisha02,Harry,Davis
davisik01,Ike,Davis
davisik02,Ike,Davis
davisir01,Ira,Davis
davisja01,Jacke,Davis
davisja02,Jason,Davis
davisji01,Jim,Davis
davisjj01,J. J.,Davis
davisjo01,John,Davis
davisjo02,Jody,Davis
davisjo03,Joel,Davis
davisjo04,John,Davis
davisju01,Jumbo,Davis
daviska01,Kane,Davis
daviskh01,Khris,Davis
daviski01,Kiddo,Davis
davisla01,Lance,Davis
davisle01,Lefty,Davis
davisma01,Mark,Davis
davisma02,Mark,Davis
davismi01,Mike,Davison
davismi02,Mike,Davis
davisod01,Odie,Davis
davisot01,Otis,Davis
davispe01,Peaches,Davis
davisra01,Rajai,Davis
davisro01,Ron,Davis
davisro02,Ron,Davis
davisru01,Russ,Davis
davissc01,Scott,Davison
davissp01,Spud,Davis
davisst01,Steve,Davis
davisst02,Storm,Davis
davisst03,Steve,Davis
davisti01,Tim,Davis
davisto01,Tod,Davis
davisto02,Tommy,Davis
davisto03,Tommy,Davis
davistr01,Trench,Davis
daviswa01,Wade,Davis
daviswi01,Wiley,Davis
daviswi02,Willie,Davis
daviswo01,Woody,Davis
dawkitr01,Travis,Dawkins
dawlebi01,Bill,Dawley
dawlejo01,Joey,Dawley
dawsoan01,Andre,Dawson
dawsojo01,Joe,Dawson
dawsore01,Rex,Dawson
daybi01,Bill,Day
daybo01,Boots,Day
dayde01,Dewon,Day
dayetbr01,Brian,Dayett
dayjo99,John,Day
dayle99,Leon,Day
dayleke01,Ken,Dayley
daype01,Pea Ridge,Day
dayza01,Zach,Day
deaglre01,Ren,Deagle
deagoro01,Roger,Deago
dealch01,Charlie,Deal
dealco01,Cot,Deal
dealli01,Lindsay,Deal
dealsn01,Snake,Deal
dealypa01,Pat,Dealy
deanch01,Chubby,Dean
deandi01,Dizzy,Dean
deando01,Dory,Dean
deaneha01,Harry,Deane
deanha01,Harry,Dean
deanpa01,Paul,Dean
deanto01,Tommy,Dean
deanwa01,Wayland,Dean
dearbu01,Buddy,Dear
dearmch01,Charlie,DeArmond
deasljo01,John,Deasley
deaslpa01,Pat,Deasley
deazaal01,Alejandro,De Aza
debarde01,Dennis,DeBarr
deberha01,Hank,DeBerry
deberjo01,Joe,DeBerry
debusad01,Adam,DeBus
debusda01,Dave,DeBusschere
decasyu01,Yurendell,de Caster
decatar01,Art,Decatur
decindo01,Doug,DeCinces
deckeco01,Cody,Decker
deckefr01,Frank,Decker
deckege01,George,Decker
deckeha01,Harry,Decker
deckeja01,Jaff,Decker
deckejo01,Joe,Decker
deckema01,Marty,Decker
deckest01,Steve,Decker
dedear01,Artie,Dede
dedearo01,Rod,Dedeaux
dedmoje01,Jeff,Dedmon
dedriji01,Jim,Dedrick
dedunsa01,Sam,Deduno
deegadu01,Dummy,Deegan
deeji01,Jim,Dee
deerijo01,John,Deering
deerro01,Rob,Deer
deesch01,Charlie,Dees
deesh01,Shorty,Dee
defatto01,Tony,DeFate
defraju01,Justin,De Fratus
defrato99,Tony,DeFrancesco
defrear01,Arturo,DeFreites
degermi01,Mike,DeGerick
degroja01,Jacob,deGrom
degroru01,Rube,DeGroff
dehaako01,Kory,DeHaan
deharri01,Rick,DeHart
dehlmhe01,Herman,Dehlman
deideji01,Jim,Deidel
deinipe01,Pep,Deininger
deisepa01,Pat,Deisel
deitrbi01,Bill,Deitrick
dejanmi01,Mike,Dejan
dejeami01,Mike,DeJean
dejesda01,David,DeJesus
dejesiv01,Ivan,de Jesus
dejesiv02,Ivan,De Jesus
dejesjo01,Jose,de Jesus
dejohma01,Mark,DeJohn
dejonjo01,Jordan,De Jong
dekonbi01,Bill,DeKoning
delabst01,Steve,Delabar
delaceu01,Frankie,De La Cruz
delacto01,Tommy,de la Cruz
delahed01,Ed,Delahanty
delahfr01,Frank,Delahanty
delahji01,Jim,Delahanty
delahjo01,Joe,Delahanty
delahmi01,Mike,de la Hoz
delahto01,Tom,Delahanty
delamro01,Roland,de la Maza
delanar01,Art,Delaney
delanbi01,Bill,Delaney
delanbi02,Bill,DeLancey
delanro01,Rob,Delaney
delarda01,Dane,De La Rosa
delareu01,Eury,De La Rosa
delarfr01,Francisco,de la Rosa
delarje01,Jesus,de la Rosa
delarjo01,Jorge,De La Rosa
delarru01,Rubby,De La Rosa
delarto01,Tomas,de la Rosa
delatjo01,Jose,De La Torre
delcama01,Manny,Delcarmen
deleojo01,Jose,DeLeon
deleojo02,Jorge,De Leon
deleolu01,Luis,DeLeon
delgaal01,Alex,Delgado
delgaca01,Carlos,Delgado
delgaje01,Jesus,Delgado
delgapu01,Puchy,Delgado
delgara01,Randall,Delgado
delgawi01,Wilson,Delgado
delgrbo01,Bobby,Del Greco
delhifl01,Flame,Delhi
delisju01,Juan,Delis
delkeed01,Eddie,Delker
dellaja01,Jason,Dellaero
delluda01,David,Dellucci
dellwh01,Wheezer,Dell
delmabe01,Bert,Delmas
delocik01,Ike,Delock
delosab01,Abel,De Los Santos
delosfa01,Fautino,De Los Santos
deloslu01,Luis,de los Santos
deloslu02,Luis,de los Santos
delosra01,Ramon,de los Santos
delosva01,Valerio,De Los Santos
delroen01,Enerio,Del Rosario
delsaga01,Garton,Del Savio
delsiji01,Jim,Delsing
deltomi01,Miguel,Del Toro
delucri01,Rich,DeLucia
demaejo01,Joe,DeMaestri
demaral01,Al,Demaree
demarbi01,Billy,DeMars
demarch01,Chris,Demaria
demarfr01,Fred,Demarais
demarfr02,Frank,Demaree
demelsa01,Sam,Demel
demerjo01,John,DeMerit
demerla01,Larry,Demery
demetdo01,Don,Demeter
demetst01,Steve,Demeter
demilha01,Harry,DeMiller
demmira01,Ray,Demmitt
demoldo01,Don,DeMola
demonge01,Gene,DeMontreville
demonle01,Lee,DeMontreville
demotbe01,Ben,DeMott
dempsco01,Con,Dempsey
dempsma01,Mark,Dempsey
dempsri01,Rick,Dempsey
dempsry01,Ryan,Dempster
dendema01,Matt,den Dekker
denehbi01,Bill,Denehy
denketr01,Travis,Denker
denmabr01,Brian,Denman
denneky01,Kyle,Denney
denneto01,Tod,Dennehey
dennido01,Don,Dennis
denniot01,Otto,Denning
denniry01,Ryan,Dennick
dennyje01,Jerry,Denny
dennyjo01,John,Denny
denorch01,Chris,Denorfia
densodr01,Drew,Denson
dentbu01,Bucky,Dent
dented01,Eddie,Dent
dentesa01,Sam,Dente
denzero01,Roger,Denzer
depanmi01,Mike,DePangher
depasjo01,Joe,Depastino
depaujo01,Jorge,De Paula
depaujo02,Jose,De Paula
depauju01,Julio,DePaula
depause01,Sean,DePaula
dephito01,Tony,DePhillips
derbyge01,George,Derby
derbyge02,Gene,Derby
dernibo01,Bob,Dernier
derosma01,Mark,DeRosa
derricl01,Claud,Derrick
derriji01,Jim,Derrington
derrimi01,Mike,Derrick
derripa01,Paul,Derringer
derryru01,Russ,Derry
desajo01,Joe,DeSa
desalma01,Matt,DeSalvo
desauge01,Gene,Desautels
descada01,Daniel,Descalso
desclan01,Anthony,DeSclafani
deshaji01,Jim,Deshaies
deshide01,Delino,DeShields
deshide02,Delino,DeShields
deshoji01,Jimmie,DeShong
desiljo01,John,DeSilva
desjash01,Shorty,Des Jardien
desmoia01,Ian,Desmond
despaod01,Odrisamer,Despaigne
dessaru01,Rube,Dessau
desseel01,Elmer,Dessens
destror01,Orestes,Destrade
dethebo01,Bob,Detherage
detorge01,George,Detore
dettmjo01,John,Dettmer
dettoto01,Tom,Dettore
detwedu01,Ducky,Detweiler
detwiro01,Ross,Detwiler
deutsme01,Mel,Deutsch
devarce01,Cesar,Devarez
devench01,Charlie,Devens
devermi01,Mike,Devereaux
devinad01,Adrian,Devine
devinha01,Hal,Deviney
devinji01,Frank,Diven
devinjo01,Joey,Devine
devinmi01,Mickey,Devine
devivbe01,Bernie,DeViveiros
devliar01,Art,Devlin
devliji01,Jim,Devlin
devliji02,Jim,Devlin
devliji03,Jim,Devlin
devogre01,Rex,DeVogt
devoral01,Al,DeVormer
devordo01,Doug,DeVore
devorjo01,Josh,Devore
devoywa01,Walt,Devoy
devrico01,Cole,De Vries
dewalch01,Charlie,Dewald
deweyma01,Mark,Dewey
dewilje01,Jeff,DeWillis
dewitbl01,Blake,DeWitt
dewitma01,Matt,DeWitt
dextech01,Charlie,Dexter
diamosc01,Scott,Diamond
diamoth01,Thomas,Diamond
diazal01,Alex,Diaz
diazar01,Argenis,Diaz
diazbo01,Bo,Diaz
diazca01,Carlos,Diaz
diazca02,Carlos,Diaz
diazed01,Edgar,Diaz
diazed02,Eddy,Diaz
diazed03,Edwin,Diaz
diazei01,Einar,Diaz
diazel01,Elias,Diaz
diazfe01,Felix,Diaz
diazja01,Jairo,Diaz
diazjo01,Jose,Diaz
diazjo02,Jonathan,Diaz
diazju01,Juan,Diaz
diazju02,Juan,Diaz
diazju03,Jumbo,Diaz
diazma01,Mario,Diaz
diazma02,Matt,Diaz
diazmi01,Mike,Diaz
diazro01,Robinzon,Diaz
diazvi01,Victor,Diaz
dibblro01,Rob,Dibble
dibutpe01,Pedro,Dibut
dickeal01,Alex,Dickerson
dickebi01,Bill,Dickey
dickebu01,Buttercup,Dickerson
dickech01,Chris,Dickerson
dickeco01,Corey,Dickerson
dickege01,George,Dickerson
dickege02,George,Dickey
dickele01,Leo,Dickerman
dickepa01,Paul,Dicken
dickera01,R. A.,Dickey
dickmem01,Emerson,Dickman
dicksbr01,Brandon,Dickson
dicksja01,Jason,Dickson
dicksji01,Jim,Dickson
